left,right,x,y,z
600,700,0.446777,0.205688,-10.211182
590,700,0.513306,0.183105,-10.233765
581,700,0.494385,0.150757,-10.282593
574,700,0.498047,0.163574,-10.223999
566,700,0.473022,0.158691,-10.264893
558,700,0.543823,0.134888,-10.245972
551,700,0.524902,0.115356,-10.263672
545,700,0.444946,0.175781,-10.182495
536,700,0.533447,0.153809,-10.213013
528,700,0.487671,0.196533,-10.175781
518,700,0.545044,0.161133,-10.206909
509,700,0.454102,0.169678,-10.160522
500,700,0.496216,0.131226,-10.205078
493,700,0.476074,0.118408,-10.183105
487,700,0.490723,0.153198,-10.259399
479,700,0.493774,0.153198,-10.218506
471,700,0.513916,0.145264,-10.225830
463,700,0.421753,0.165405,-10.166016
454,700,0.501099,0.145874,-10.244751
446,700,0.501709,0.176392,-10.206299
436,700,0.492554,0.168457,-10.238647
427,700,0.515747,0.158081,-10.190430
418,700,0.504150,0.167847,-10.218506
409,700,0.484009,0.162964,-10.205688
400,700,0.592651,0.156250,-10.265503
391,700,0.477295,0.176392,-10.198975
381,700,0.535278,0.158081,-10.233154
372,700,0.488281,0.140381,-10.180054
364,700,0.495605,0.159912,-10.269165
355,700,0.471191,0.178223,-10.195923
345,700,0.443726,0.108032,-10.123901
339,700,0.444946,0.125122,-10.205688
332,700,0.507812,0.130005,-10.242310
325,700,0.432129,0.202026,-10.199585
314,700,0.498657,0.114746,-10.244141
307,700,0.508423,0.154419,-10.205688
298,700,0.543823,0.177002,-10.215454
288,700,0.513306,0.191650,-10.202637
278,700,0.478516,0.153198,-10.186768
269,700,0.521851,0.099487,-10.172729
263,700,0.519409,0.190430,-10.255127
253,700,0.512695,0.112305,-10.222778
247,700,0.444946,0.123291,-10.180664
240,700,0.017090,-0.733643,-9.797363
277,700,-0.451660,0.142822,-10.233154
270,700,0.089111,-1.142578,-9.318237
328,700,-0.495605,0.147705,-10.242920
322,700,-0.537720,-0.007935,-10.051880
323,700,-0.999756,0.069580,-10.342407
320,700,-0.422974,-0.109253,-10.187378
326,700,0.711670,-0.054321,-10.187378
330,700,0.422974,-0.141602,-10.205078
338,700,0.520020,-0.187378,-10.183716
349,700,0.484009,-0.163574,-10.195312
359,700,0.527344,-0.223389,-10.292969
372,700,0.529785,-0.151978,-10.209961
381,700,0.461426,-0.186157,-10.216064
392,700,0.424194,-0.111084,-10.201416
399,700,0.521240,-0.204468,-10.252075
411,700,0.429077,-0.170898,-10.184937
421,700,0.488892,-0.148315,-10.204468
430,700,0.474854,-0.156250,-10.216064
440,700,0.498047,-0.153198,-10.253906
450,700,0.478516,-0.192871,-10.236206
462,700,0.473022,-0.171509,-10.238647
473,700,0.479126,-0.201416,-10.187988
485,700,0.465088,-0.159912,-10.214233
495,700,0.477905,-0.155029,-10.215454
505,700,0.465088,-0.149536,-10.183716
515,700,0.496826,-0.170288,-10.231934
526,700,0.458984,-0.192871,-10.205688
538,700,0.455322,-0.149536,-10.222778
548,700,0.496216,-0.185547,-10.205078
560,700,0.465698,-0.156250,-10.218506
570,700,0.482788,-0.170898,-10.205688
581,700,0.490723,-0.145874,-10.197754
591,700,0.478516,-0.189819,-10.267334
603,700,0.435791,-0.205078,-10.260010
616,700,0.441895,-0.150146,-10.128784
626,700,0.429077,-0.181885,-10.281982
637,700,0.584717,-0.145874,-10.366821
647,700,0.466309,-0.183105,-10.224609
659,700,0.476074,-0.185547,-10.245972
671,700,0.463867,-0.147095,-10.223389
681,700,0.519409,-0.185547,-10.230103
693,700,0.468750,-0.130615,-10.143433
702,700,0.512085,-0.157471,-10.209351
712,700,0.499878,-0.164185,-10.165405
723,700,0.499878,-0.197144,-10.249634
735,700,0.498047,-0.155640,-10.173340
745,700,0.501709,-0.155029,-10.153809
755,700,0.473022,-0.195923,-10.153809
767,700,0.472412,-0.210571,-10.185547
780,700,0.506592,-0.157471,-10.276489
790,700,0.469360,-0.166016,-10.171509
801,700,0.535278,-0.127563,-10.215454
810,700,0.495605,0.048218,-10.249023
810,700,-2.198486,-0.083618,-10.133667
816,700,1.080322,-0.050049,-10.221558
820,700,0.314331,-0.111694,-10.158081
828,700,2.982178,-0.230103,-12.753906
842,700,0.637207,0.036621,-10.177612
842,700,0.600586,-0.062866,-10.231323
847,700,1.336060,0.009766,-10.367432
848,700,0.584717,0.173340,-10.209961
841,700,0.473633,0.131836,-10.188599
836,700,0.512085,0.166016,-10.229492
829,700,0.489502,0.178223,-10.237427
821,700,0.484619,0.160522,-10.241699
814,700,0.495605,0.155640,-10.216675
807,700,0.485840,0.136719,-10.215454
801,700,0.464478,0.147095,-10.241089
794,700,0.510254,0.170288,-10.204468
786,700,0.493164,0.126953,-10.200195
780,700,0.432739,0.161743,-10.149536
772,700,0.437622,0.180054,-10.148926
763,700,0.476074,0.109253,-10.203247
757,700,0.475464,0.168457,-10.147095
748,700,0.551147,0.148926,-10.247803
740,700,0.461426,0.177612,-10.227051
731,700,0.441284,0.229492,-10.221558
719,700,0.510864,0.150757,-10.226440
711,700,0.449219,0.158691,-10.205078
702,700,0.410156,0.154419,-10.214844
694,700,0.463257,0.152588,-10.208740
686,700,0.501099,0.160522,-10.275269
677,700,0.509033,0.121460,-10.177002
670,700,0.488281,0.146484,-10.193481
662,700,0.471802,0.099487,-10.191040
656,700,0.516968,0.137329,-10.191040
649,700,0.581665,0.137329,-10.219727
642,700,0.487671,0.182495,-10.205688
632,700,0.499878,0.142822,-10.193481
624,700,0.484009,0.163574,-10.223389
615,700,0.473633,0.183105,-10.222168
605,700,0.498657,0.140991,-10.170898
597,700,0.502930,0.130615,-10.207520
590,700,0.504761,0.197754,-10.226440
579,700,0.513916,0.178833,-10.211792
569,700,0.513916,0.139771,-10.242310
561,700,0.453491,0.130615,-10.250854
554,700,0.510864,0.126343,-10.233154
547,700,0.515137,0.175781,-10.236206
537,700,0.458984,0.162354,-10.263672
528,700,0.538330,0.179443,-10.248413
518,700,0.463257,0.200195,-10.264282
507,700,0.394287,0.204468,-10.138550
496,700,0.416260,0.147705,-10.130005
488,700,0.504150,0.180054,-10.186157
478,700,0.498047,0.121460,-10.170288
471,700,0.495605,0.142212,-10.233765
463,700,0.512085,0.172119,-10.220947
454,700,0.533447,0.180054,-10.260010
444,700,0.482788,0.117188,-10.214233
437,700,0.490723,0.155640,-10.216064
428,700,0.491333,0.159302,-10.176392
419,700,0.514526,0.205688,-10.182495
408,700,0.494385,0.153198,-10.230713
399,700,0.490723,0.170288,-10.211792
390,700,0.482178,0.182495,-10.228882
380,700,0.498047,0.149536,-10.179443
372,700,0.565796,0.189209,-10.239258
362,700,0.499878,0.136108,-10.272827
354,700,0.450439,0.108643,-10.215454
348,700,0.468140,0.153198,-10.230103
339,700,0.498657,0.156250,-10.218506
330,700,0.466309,0.183105,-10.261841
320,700,0.511475,0.178223,-10.269165
310,700,0.483398,0.128784,-10.202637
303,700,0.476074,0.132446,-10.148315
296,700,0.510864,0.175171,-10.207520
286,700,0.499268,0.156250,-10.156250
277,700,0.529785,0.168457,-10.170898
268,700,0.501709,0.114746,-10.184326
261,700,0.528564,0.170898,-10.186157
252,700,0.487061,0.101929,-10.220337
246,700,-2.524414,-1.094360,-9.611816
301,700,-0.799561,0.125732,-10.291748
295,700,0.928955,0.108643,-10.110474
290,700,-0.917358,0.205078,-10.201416
280,700,-1.703491,-0.660400,-9.546509
314,700,-1.064453,-0.859985,-9.297485
359,700,1.600342,0.921021,-10.533447
314,700,0.277710,-0.260620,-10.233154
328,700,0.452881,-0.180054,-10.173340
338,700,0.491333,-0.174561,-10.296631
348,700,0.480347,-0.155029,-10.192261
357,700,0.498047,-0.185547,-10.199585
368,700,0.413818,-0.169678,-10.233765
378,700,0.505371,-0.176392,-10.207520
388,700,0.436401,-0.158691,-10.187988
398,700,0.505981,-0.167236,-10.213623
408,700,0.468140,-0.199585,-10.184326
420,700,0.492554,-0.115356,-10.264893
428,700,0.479736,-0.164185,-10.220337
438,700,0.499878,-0.151367,-10.207520
448,700,0.447388,-0.194702,-10.211792
460,700,0.452271,-0.167847,-10.170898
470,700,0.502930,-0.147095,-10.189819
479,700,0.464478,-0.162354,-10.193481
489,700,0.447388,-0.173950,-10.170898
500,700,0.490112,-0.170288,-10.190430
511,700,0.475464,-0.187378,-10.242310
523,700,0.499268,-0.152588,-10.207520
533,700,0.495605,-0.170898,-10.212402
544,700,0.480957,-0.185547,-10.196533
556,700,0.469971,-0.168457,-10.217285
567,700,0.510254,-0.161743,-10.194702
577,700,0.465698,-0.196533,-10.270386
589,700,0.440674,-0.197144,-10.273438
601,700,0.457764,-0.115967,-10.234375
609,700,0.490112,-0.160522,-10.247803
619,700,0.499878,-0.149536,-10.222778
629,700,0.457153,-0.223389,-10.225830
643,700,0.495605,-0.112915,-10.158691
651,700,0.508423,-0.149536,-10.241089
661,700,0.488892,-0.155029,-10.222168
671,700,0.466309,-0.140991,-10.149536
680,700,0.441284,-0.193481,-10.198364
692,700,0.487061,-0.174561,-10.184937
703,700,0.460205,-0.164795,-10.157471
714,700,0.478516,-0.128784,-10.221558
723,700,0.471802,-0.123291,-10.233154
731,700,0.490723,-0.136719,-10.211792
740,700,0.464478,-0.136108,-10.233154
749,700,0.519409,-0.136108,-10.226440
758,700,0.492554,-0.161133,-10.212402
768,700,0.502930,-0.166016,-10.225830
779,700,0.491943,-0.167236,-10.226440
790,700,0.513916,-0.119629,-10.225220
798,700,0.471191,-0.088501,-10.250854
805,700,-2.219849,1.635132,-9.199829
724,700,-0.697632,-0.043945,-10.320435
727,700,0.895996,-0.032349,-10.101929
729,700,0.340576,-0.025635,-10.247192
731,700,-1.914062,1.396484,-9.044800
660,700,-0.099487,0.010986,-10.296631
659,700,0.695801,0.061646,-10.131836
655,700,-0.201416,0.104370,-10.314941
649,700,0.713501,0.145874,-10.117188
641,700,0.548096,0.166016,-10.140381
632,700,0.502319,0.131836,-10.162354
625,700,0.332031,0.125122,-10.239868
618,700,0.457153,0.171509,-10.219727
609,700,0.510254,0.131836,-10.227661
602,700,0.495605,0.145264,-10.208740
594,700,0.494385,0.158691,-10.171509
585,700,0.457764,0.175781,-10.196533
575,700,0.505981,0.181274,-10.194702
565,700,0.519409,0.127563,-10.204468
558,700,0.518188,0.174561,-10.202637
548,700,0.497437,0.189209,-10.211792
538,700,0.476074,0.143433,-10.215454
530,700,0.487061,0.158081,-10.247192
521,700,0.534668,0.148315,-10.219116
513,700,0.492554,0.144043,-10.210571
505,700,0.543213,0.161133,-10.250244
496,700,0.499268,0.144043,-10.226440
488,700,0.485840,0.171509,-10.239868
479,700,0.481567,0.183716,-10.227051
469,700,0.468140,0.158081,-10.172729
460,700,0.519409,0.141602,-10.192261
452,700,0.490723,0.175781,-10.218506
442,700,0.460205,0.180054,-10.191650
432,700,0.516968,0.151367,-10.158691
424,700,0.509033,0.158081,-10.233765
415,700,0.506592,0.133667,-10.217896
407,700,0.480347,0.183716,-10.243530
397,700,0.491943,0.169678,-10.244141
388,700,0.485229,0.202026,-10.239868
377,700,0.490112,0.214233,-10.215454
365,700,0.532837,0.170898,-10.217285
355,700,0.480347,0.166626,-10.166626
346,700,0.461426,0.169678,-10.244751
337,700,0.493774,0.158081,-10.228882
328,700,0.485840,0.115356,-10.233765
321,700,0.540771,0.125732,-10.242920
314,700,0.484619,0.173340,-10.213623
304,700,0.519409,0.128174,-10.229492
297,700,0.486450,0.155029,-10.227661
288,700,0.473022,0.147095,-10.205688
280,700,0.433350,0.103760,-10.194702
274,700,0.479736,0.132446,-10.150757
267,700,0.505371,0.096436,-10.191040
261,700,0.520630,0.092163,-10.150146
256,700,-1.467285,-0.599365,-9.512939
286,700,0.339966,0.135498,-10.149536
279,700,8.208008,-0.911865,-17.374878
326,700,-0.174561,0.198364,-10.173950
317,700,0.997314,-0.542603,-10.207520
345,700,1.421509,-0.310059,-10.173950
362,700,1.597290,-0.408325,-10.481567
384,700,0.184326,-0.250854,-10.264893
399,700,0.501099,-0.148926,-10.253296
408,700,0.520630,-0.185547,-10.235596
419,700,0.467529,-0.242920,-10.250244
433,700,0.455322,-0.151367,-10.195923
443,700,0.504761,-0.156250,-10.206299
453,700,0.527954,-0.161743,-10.231323
463,700,0.491943,-0.187988,-10.214233
475,700,0.480957,-0.175171,-10.223389
486,700,0.479736,-0.137329,-10.223999
495,700,0.452881,-0.137329,-10.177002
504,700,0.522461,-0.117188,-10.175781
512,700,0.437012,-0.130615,-10.209351
521,700,0.456543,-0.200806,-10.200195
533,700,0.477905,-0.177002,-10.220337
544,700,0.455322,-0.164185,-10.164795
554,700,0.477905,-0.195923,-10.175781
566,700,0.504761,-0.139771,-10.199585
575,700,0.484009,-0.159302,-10.186768
585,700,0.488892,-0.171509,-10.205078
596,700,0.431519,-0.146484,-10.218506
606,700,0.474243,-0.162964,-10.190430
616,700,0.493164,-0.167236,-10.202026
627,700,0.454712,-0.160522,-10.234985
637,700,0.451050,-0.160522,-10.244751
647,700,0.416870,-0.156250,-10.180664
657,700,0.487671,-0.150757,-10.222168
667,700,0.516968,-0.205688,-10.189209
680,700,0.522461,-0.130615,-10.265503
689,700,0.484009,-0.173950,-10.249023
700,700,0.488892,-0.164185,-10.206299
711,700,0.493774,-0.146484,-10.180054
721,700,0.485229,-0.158691,-10.150757
731,700,0.436401,-0.211182,-10.224609
